Date,Time,Name,Amount,Location,Zip,Balance,Fraud
2012-04-23,04:41:00,Take5,-171.16,Oviedo FL,32765,6820.46,0
2012-04-23,00:07:00,Unknown,-1138.45,Los Angeles CA,17741,5682.01,1
2012-04-24,16:55:00,Chevron,-45.58,Orlando FL,32816,6774.88,0
2012-04-25,05:52:00,Starbucks,-46.66,Oviedo FL,32765,6728.22,0
2012-04-25,11:19:00,Petco,-247.3,Oviedo FL,32765,6480.92,0
2012-04-25,16:03:00,CVS,-51.97,Winter Park FL,32789,6428.95,0
2012-04-25,17:45:00,Movie Rental,-25.3,Winter Park FL,32789,6403.65,0
2012-04-25,11:23:00,Disney World,-76.01,Winter Park FL,32789,6327.64,0
2012-04-26,11:35:00,Concert Tickets,-97.89,Orlando FL,32816,6229.75,0
2012-04-26,07:48:00,Kroger,-122.54,Winter Park FL,32789,6107.21,0
2012-04-26,09:14:00,Publix,-88.28,Winter Park FL,32789,6018.93,0
2012-04-26,08:40:00,Target,-191.73,Oviedo FL,32765,5827.2,0
2012-04-27,03:03:00,Subway,-36.64,Orlando FL,32816,5790.56,0
2012-04-28,10:08:00,AutoZone,-216.39,Orlando FL,32816,5574.17,0
2012-04-28,15:13:00,Panera,-34.51,Winter Park FL,32789,5539.66,0
2012-04-29,18:05:00,Concert Tickets,-26.85,Orlando FL,32816,5512.81,0
2012-04-29,08:36:00,Publix,-41.96,Winter Park FL,32789,5470.85,0
2012-04-29,05:50:00,Five Below,-37.05,Orlando FL,32816,5433.8,0
2012-04-30,15:56:00,Take5,-202.32,Orlando FL,32816,5231.48,0
2012-04-30,00:55:00,Valvoline,-63.76,Orlando FL,32816,5167.72,0
2012-04-30,03:39:00,Racetrac,-32.39,Orlando FL,32816,5135.33,0
2012-04-30,14:21:00,Chevron,-13.7,Oviedo FL,32765,5121.63,0
2012-04-30,05:37:00,Walmart,-128.48,Winter Park FL,32789,4993.15,0
2012-05-01,09:00:00,Rent,-1428.57,Oviedo FL,32765,3564.58,0
2012-05-01,09:00:00,Insurance,-200.0,Oviedo FL,32765,3364.58,0
2012-05-01,09:00:00,Car,-281.69,Oviedo FL,32765,3082.89,0
2012-05-01,09:00:00,Utilities,-142.86,Oviedo FL,32765,2940.03,0
2012-05-01,04:29:00,McDonald's,-43.85,Winter Park FL,32789,2896.18,0
2012-05-03,17:31:00,Starbucks,-11.58,Orlando FL,32816,2884.6,0
2012-05-03,10:44:00,7-Eleven,-16.25,Winter Park FL,32789,2868.35,0
2012-05-04,06:06:00,Best Buy,-124.48,Oviedo FL,32765,2743.87,0
2012-05-05,12:30:00,Disney World,-48.48,Winter Park FL,32789,2695.39,0
2012-05-05,06:07:00,Whole Foods,-60.38,Orlando FL,32816,2635.01,0
2012-05-05,06:09:00,Movie Rental,-51.0,Oviedo FL,32765,2584.01,0
2012-05-05,15:46:00,Walgreens,-9.93,Oviedo FL,32765,2574.08,0
2012-05-06,08:00:00,Paycheck,3000.0,Oviedo FL,32765,5574.08,0
2012-05-06,11:34:00,CVS,-27.12,Oviedo FL,32765,5546.96,0
2012-05-06,02:39:00,Movie Rental,-52.92,Oviedo FL,32765,5494.04,0
2012-05-06,04:54:00,Trader Joe's,-109.01,Orlando FL,32816,5385.03,0
2012-05-06,00:36:00,Whole Foods,-100.34,Oviedo FL,32765,5284.69,0
2012-05-07,09:00:00,Spotify,-12.0,Oviedo FL,32765,5272.69,0
2012-05-07,09:00:00,Internet,-70.0,Oviedo FL,32765,5202.69,0
2012-05-07,09:00:00,Streaming,-23.81,Oviedo FL,32765,5178.88,0
2012-05-07,16:39:00,Movie Theater,-66.74,Orlando FL,32816,5112.14,0
2012-05-07,04:30:00,Take5,-138.96,Winter Park FL,32789,4973.18,0
2012-05-07,08:32:00,Gamestop,-26.26,Orlando FL,32816,4946.92,0
2012-05-07,04:43:00,Best Buy,-22.21,Oviedo FL,32765,4924.71,0
2012-05-07,18:04:00,Qdoba,-21.4,Oviedo FL,32765,4903.31,0
2012-05-08,07:43:00,Racetrac,-23.57,Winter Park FL,32789,4879.74,0
2012-05-08,03:37:00,7-Eleven,-25.57,Oviedo FL,32765,4854.17,0
2012-05-09,09:49:00,Subway,-23.41,Orlando FL,32816,4830.76,0
2012-05-10,05:38:00,CVS,-23.45,Winter Park FL,32789,4807.31,0
2012-05-10,06:27:00,Movie Rental,-40.57,Winter Park FL,32789,4766.74,0
2012-05-10,02:59:00,Smoothie King,-21.18,Orlando FL,32816,4745.56,0
2012-05-10,06:07:00,Qdoba,-22.96,Orlando FL,32816,4722.6,0
2012-05-12,17:04:00,Subway,-33.99,Oviedo FL,32765,4688.61,0
2012-05-12,05:13:00,Movie Theater,-17.5,Winter Park FL,32789,4671.11,0
2012-05-13,13:35:00,Trader Joe's,-49.99,Winter Park FL,32789,4621.12,0
2012-05-13,16:04:00,Starbucks,-22.7,Orlando FL,32816,4598.42,0
2012-05-13,14:35:00,Five Below,-55.75,Oviedo FL,32765,4542.67,0
2012-05-14,00:37:00,Panera,-21.43,Winter Park FL,32789,4521.24,0
2012-05-14,12:28:00,Racetrac,-18.75,Winter Park FL,32789,4502.49,0
2012-05-14,14:49:00,Five Below,-44.8,Winter Park FL,32789,4457.69,0
2012-05-14,17:14:00,Subway,-35.28,Orlando FL,32816,4422.41,0
2012-05-14,11:00:00,McDonald's,-45.03,Oviedo FL,32765,4377.38,0
2012-05-15,09:42:00,McDonald's,-15.22,Orlando FL,32816,4362.16,0
2012-05-15,03:55:00,Panera,-33.26,Winter Park FL,32789,4328.9,0
2012-05-15,18:20:00,Smoothie King,-15.54,Winter Park FL,32789,4313.36,0
2012-05-15,08:06:00,Movie Rental,-61.44,Orlando FL,32816,4251.92,0
2012-05-15,08:39:00,Take5,-121.55,Oviedo FL,32765,4130.37,0
2012-05-16,11:36:00,Home Depot,-127.06,Orlando FL,32816,4003.31,0
2012-05-16,12:06:00,Starbucks,-22.72,Oviedo FL,32765,3980.59,0
2012-05-16,01:13:00,Kroger,-85.24,Orlando FL,32816,3895.35,0
2012-05-16,02:31:00,Panera,-14.38,Orlando FL,32816,3880.97,0
2012-05-16,10:32:00,Movie Rental,-33.87,Oviedo FL,32765,3847.1,0
2012-05-16,04:55:00,User,-675.65,Honolulu HI,64925,3171.45,1
2012-05-18,02:09:00,AutoZone,-176.3,Winter Park FL,32789,3670.8,0
2012-05-18,13:56:00,Panera,-7.09,Oviedo FL,32765,3663.71,0
2012-05-18,03:44:00,CVS,-29.48,Orlando FL,32816,3634.23,0
2012-05-19,16:08:00,Trader Joe's,-107.39,Winter Park FL,32789,3526.84,0
2012-05-19,08:53:00,Starbucks,-15.8,Orlando FL,32816,3511.04,0
2012-05-19,05:57:00,Five Below,-18.85,Orlando FL,32816,3492.19,0
2012-05-19,17:25:00,Pep Boys,-205.46,Oviedo FL,32765,3286.73,0
2012-05-19,02:43:00,McDonald's,-23.04,Winter Park FL,32789,3263.69,0
2012-05-20,08:00:00,Paycheck,3000.0,Oviedo FL,32765,6263.69,0
2012-05-20,04:48:00,Lowes Foods,-55.71,Oviedo FL,32765,6207.98,0
2012-05-22,03:30:00,Movie Theater,-57.04,Oviedo FL,32765,6150.94,0
2012-05-22,01:42:00,Exxon,-47.1,Winter Park FL,32789,6103.84,0
2012-05-23,13:48:00,Home Depot,-204.25,Winter Park FL,32789,5899.59,0
2012-05-23,14:09:00,Subway,-43.64,Oviedo FL,32765,5855.95,0
2012-05-23,11:20:00,Midas,-177.48,Oviedo FL,32765,5678.47,0
2012-05-25,16:45:00,Walgreens,-16.11,Winter Park FL,32789,5662.36,0
2012-05-25,17:21:00,Starbucks,-8.19,Oviedo FL,32765,5654.17,0
2012-05-25,05:21:00,Movie Theater,-45.72,Winter Park FL,32789,5608.45,0
2012-05-26,18:07:00,Petco,-77.63,Winter Park FL,32789,5530.82,0
2012-05-26,01:58:00,Walgreens,-23.21,Winter Park FL,32789,5507.61,0
2012-05-27,13:42:00,Pep Boys,-200.44,Orlando FL,32816,5307.17,0
2012-05-27,18:30:00,Gamestop,-20.86,Orlando FL,32816,5286.31,0
2012-05-27,06:55:00,CVS,-54.59,Orlando FL,32816,5231.72,0
2012-05-27,02:36:00,ComputerPart,-574.87,Charleston SC,98393,4656.85,1
2012-05-28,06:46:00,Qdoba,-29.98,Orlando FL,32816,5201.74,0
2012-05-28,18:24:00,Trader Joe's,-58.41,Oviedo FL,32765,5143.33,0
2012-05-28,08:06:00,Qdoba,-44.38,Orlando FL,32816,5098.95,0
2012-05-28,16:21:00,Qdoba,-37.61,Oviedo FL,32765,5061.34,0
2012-05-29,03:12:00,McDonald's,-42.97,Oviedo FL,32765,5018.37,0
2012-05-29,16:32:00,Whole Foods,-62.14,Orlando FL,32816,4956.23,0
2012-05-30,02:21:00,Racetrac,-32.0,Winter Park FL,32789,4924.23,0
2012-05-31,03:25:00,Gamestop,-11.06,Orlando FL,32816,4913.17,0
2012-05-31,14:12:00,Subway,-18.28,Winter Park FL,32789,4894.89,0
2012-05-31,01:30:00,Target,-21.13,Orlando FL,32816,4873.76,0
2012-05-31,05:19:00,Panera,-10.3,Oviedo FL,32765,4863.46,0
2012-06-01,09:00:00,Rent,-1428.57,Oviedo FL,32765,3434.89,0
2012-06-01,09:00:00,Insurance,-200.0,Oviedo FL,32765,3234.89,0
2012-06-01,09:00:00,Car,-281.69,Oviedo FL,32765,2953.2,0
2012-06-01,09:00:00,Utilities,-142.86,Oviedo FL,32765,2810.34,0
2012-06-01,07:49:00,Whole Foods,-89.6,Winter Park FL,32789,2720.74,0
2012-06-01,13:30:00,CVS,-51.88,Orlando FL,32816,2668.86,0
2012-06-01,12:32:00,Subway,-13.99,Oviedo FL,32765,2654.87,0
2012-06-01,05:48:00,Wawa,-21.67,Orlando FL,32816,2633.2,0
2012-06-02,11:02:00,McDonald's,-17.41,Orlando FL,32816,2615.79,0
2012-06-02,14:29:00,McDonald's,-42.99,Orlando FL,32816,2572.8,0
2012-06-02,03:11:00,Take5,-145.98,Oviedo FL,32765,2426.82,0
2012-06-02,06:22:00,McDonald's,-44.24,Winter Park FL,32789,2382.58,0
2012-06-03,08:00:00,Paycheck,3000.0,Oviedo FL,32765,5382.58,0
2012-06-05,03:18:00,Gamestop,-13.61,Oviedo FL,32765,5368.97,0
2012-06-05,12:23:00,Valvoline,-212.81,Oviedo FL,32765,5156.16,0
2012-06-05,02:19:00,CVS,-54.83,Orlando FL,32816,5101.33,0
2012-06-07,09:00:00,Spotify,-12.0,Oviedo FL,32765,5089.33,0
2012-06-07,09:00:00,Internet,-70.0,Oviedo FL,32765,5019.33,0
2012-06-07,09:00:00,Streaming,-23.81,Oviedo FL,32765,4995.52,0
2012-06-08,15:46:00,Subway,-9.0,Orlando FL,32816,4986.52,0
2012-06-08,07:01:00,Gamestop,-37.74,Orlando FL,32816,4948.78,0
2012-06-08,07:02:00,Best Buy,-29.07,Winter Park FL,32789,4919.71,0
2012-06-08,13:06:00,Chevron,-20.51,Orlando FL,32816,4899.2,0
2012-06-08,08:16:00,Midas,-124.9,Winter Park FL,32789,4774.3,0
2012-06-09,03:09:00,Exxon,-13.17,Winter Park FL,32789,4761.13,0
2012-06-10,08:51:00,Take5,-224.97,Oviedo FL,32765,4536.16,0
2012-06-11,06:51:00,Home Depot,-137.6,Oviedo FL,32765,4398.56,0
2012-06-11,18:12:00,McDonald's,-28.97,Winter Park FL,32789,4369.59,0
2012-06-12,17:27:00,Amazon,-74.52,Winter Park FL,32789,4295.07,0
2012-06-12,16:56:00,Target,-75.74,Winter Park FL,32789,4219.33,0
2012-06-12,17:35:00,Walmart,-109.69,Oviedo FL,32765,4109.64,0
2012-06-12,17:44:00,Midas,-111.1,Winter Park FL,32789,3998.54,0
2012-06-13,14:59:00,Whole Foods,-64.75,Orlando FL,32816,3933.79,0
2012-06-13,14:06:00,Qdoba,-20.23,Winter Park FL,32789,3913.56,0
2012-06-13,18:23:00,Whole Foods,-37.76,Oviedo FL,32765,3875.8,0
2012-06-14,10:37:00,Chevron,-18.81,Winter Park FL,32789,3856.99,0
2012-06-15,01:47:00,Smoothie King,-16.21,Winter Park FL,32789,3840.78,0
2012-06-15,17:51:00,Five Below,-44.78,Orlando FL,32816,3796.0,0
2012-06-15,01:25:00,Home Depot,-157.74,Orlando FL,32816,3638.26,0
2012-06-16,15:39:00,Smoothie King,-36.01,Oviedo FL,32765,3602.25,0
2012-06-16,18:30:00,Valvoline,-164.88,Orlando FL,32816,3437.37,0
2012-06-16,00:43:00,Online,-259.73,Anchorage AL,28130,3177.64,1
2012-06-17,08:00:00,Paycheck,3000.0,Oviedo FL,32765,6437.37,0
2012-06-17,14:30:00,Walgreens,-79.15,Oviedo FL,32765,6358.22,0
2012-06-17,18:04:00,Disney World,-36.83,Orlando FL,32816,6321.39,0
2012-06-17,03:32:00,Shell,-43.25,Winter Park FL,32789,6278.14,0
2012-06-17,05:48:00,Best Buy,-50.03,Orlando FL,32816,6228.11,0
2012-06-17,14:57:00,Kroger,-59.83,Winter Park FL,32789,6168.28,0
2012-06-18,02:16:00,Disney World,-82.33,Oviedo FL,32765,6085.95,0
2012-06-18,12:47:00,Smoothie King,-57.9,Oviedo FL,32765,6028.05,0
2012-06-18,07:34:00,Petco,-80.48,Orlando FL,32816,5947.57,0
2012-06-18,06:11:00,Starbucks,-36.87,Oviedo FL,32765,5910.7,0
2012-06-18,13:07:00,Best Buy,-146.91,Oviedo FL,32765,5763.79,0
2012-06-19,16:19:00,Smoothie King,-14.74,Winter Park FL,32789,5749.05,0
2012-06-19,16:49:00,Movie Rental,-21.28,Winter Park FL,32789,5727.77,0
2012-06-19,08:20:00,Petco,-99.57,Winter Park FL,32789,5628.2,0
2012-06-19,06:20:00,Wawa,-28.0,Orlando FL,32816,5600.2,0
2012-06-19,01:32:00,Smoothie King,-20.24,Orlando FL,32816,5579.96,0
2012-06-21,08:57:00,Disney World,-51.82,Oviedo FL,32765,5528.14,0
2012-06-21,04:38:00,Best Buy,-58.37,Orlando FL,32816,5469.77,0
2012-06-22,06:29:00,Starbucks,-21.66,Oviedo FL,32765,5448.11,0
2012-06-22,15:03:00,Best Buy,-105.12,Orlando FL,32816,5342.99,0
2012-06-22,17:26:00,Whole Foods,-106.28,Orlando FL,32816,5236.71,0
2012-06-22,17:08:00,Target,-112.35,Oviedo FL,32765,5124.36,0
2012-06-23,08:28:00,Disney World,-42.79,Winter Park FL,32789,5081.57,0
2012-06-23,18:10:00,Subway,-40.42,Winter Park FL,32789,5041.15,0
2012-06-23,14:14:00,Qdoba,-26.1,Winter Park FL,32789,5015.05,0
2012-06-23,04:12:00,McDonald's,-44.55,Oviedo FL,32765,4970.5,0
2012-06-24,14:28:00,Five Below,-37.09,Winter Park FL,32789,4933.41,0
2012-06-24,10:42:00,Lowes Foods,-84.73,Orlando FL,32816,4848.68,0
2012-06-24,15:07:00,Dollar Tree,-9.33,Orlando FL,32816,4839.35,0
2012-06-24,00:27:00,Dollar Tree,-16.37,Orlando FL,32816,4822.98,0
2012-06-24,10:54:00,Walgreens,-22.01,Oviedo FL,32765,4800.97,0
2012-06-25,08:56:00,Gamestop,-38.59,Oviedo FL,32765,4762.38,0
2012-06-25,11:37:00,Petco,-112.42,Oviedo FL,32765,4649.96,0
2012-06-26,10:12:00,Subway,-40.08,Winter Park FL,32789,4609.88,0
2012-06-26,07:21:00,Subway,-37.8,Oviedo FL,32765,4572.08,0
2012-06-27,11:23:00,Chevron,-28.05,Winter Park FL,32789,4544.03,0
2012-06-27,12:00:00,Midas,-93.37,Oviedo FL,32765,4450.66,0
2012-06-27,03:58:00,Paypal,-873.55,Mexico City MC,82105,3577.11,1
2012-06-28,14:03:00,McDonald's,-18.35,Orlando FL,32816,4432.31,0
2012-06-28,06:28:00,Panera,-9.43,Winter Park FL,32789,4422.88,0
2012-06-28,12:03:00,McDonald's,-9.83,Orlando FL,32816,4413.05,0
2012-06-28,15:06:00,Walgreens,-39.17,Orlando FL,32816,4373.88,0
2012-06-28,16:23:00,Gamestop,-24.95,Oviedo FL,32765,4348.93,0
2012-06-29,07:51:00,Walmart,-166.69,Winter Park FL,32789,4182.24,0
2012-06-29,01:12:00,Trader Joe's,-77.59,Orlando FL,32816,4104.65,0
2012-06-30,10:27:00,Subway,-18.32,Oviedo FL,32765,4086.33,0
2012-06-30,15:55:00,Trader Joe's,-57.6,Orlando FL,32816,4028.73,0
2012-07-01,08:00:00,Paycheck,3000.0,Oviedo FL,32765,7028.73,0
2012-07-01,09:00:00,Rent,-1428.57,Oviedo FL,32765,5600.16,0
2012-07-01,09:00:00,Insurance,-200.0,Oviedo FL,32765,5400.16,0
2012-07-01,09:00:00,Car,-281.69,Oviedo FL,32765,5118.47,0
2012-07-01,09:00:00,Utilities,-142.86,Oviedo FL,32765,4975.61,0
2012-07-01,06:53:00,Qdoba,-32.79,Oviedo FL,32765,4942.82,0
2012-07-01,14:22:00,Subway,-43.01,Oviedo FL,32765,4899.81,0
2012-07-01,15:17:00,Smoothie King,-31.84,Orlando FL,32816,4867.97,0
2012-07-01,14:25:00,Walgreens,-19.54,Orlando FL,32816,4848.43,0
2012-07-02,04:38:00,Subway,-25.95,Oviedo FL,32765,4822.48,0
2012-07-03,02:56:00,Amazon,-154.22,Orlando FL,32816,4668.26,0
2012-07-03,00:32:00,Subway,-30.14,Oviedo FL,32765,4638.12,0
2012-07-04,00:51:00,Take5,-56.16,Oviedo FL,32765,4581.96,0
2012-07-04,08:18:00,Subway,-32.24,Orlando FL,32816,4549.72,0
2012-07-04,03:47:00,Trader Joe's,-87.08,Orlando FL,32816,4462.64,0
2012-07-04,01:46:00,CVS,-46.95,Orlando FL,32816,4415.69,0
2012-07-04,02:58:00,Amazon,-55.7,Oviedo FL,32765,4359.99,0
2012-07-05,04:47:00,Target,-161.74,Orlando FL,32816,4198.25,0
2012-07-05,09:56:00,Walgreens,-54.22,Winter Park FL,32789,4144.03,0
2012-07-06,13:28:00,Kroger,-63.32,Winter Park FL,32789,4080.71,0
2012-07-06,14:35:00,Walgreens,-21.83,Winter Park FL,32789,4058.88,0
2012-07-06,15:27:00,Dollar Tree,-20.64,Orlando FL,32816,4038.24,0
2012-07-06,02:42:00,Online,-1610.04,Mexico City MC,69426,2428.2,1
2012-07-07,09:00:00,Spotify,-12.0,Oviedo FL,32765,4026.24,0
2012-07-07,09:00:00,Internet,-70.0,Oviedo FL,32765,3956.24,0
2012-07-07,09:00:00,Streaming,-23.81,Oviedo FL,32765,3932.43,0
2012-07-07,18:24:00,Racetrac,-18.48,Orlando FL,32816,3913.95,0
2012-07-07,04:04:00,McDonald's,-42.66,Oviedo FL,32765,3871.29,0
2012-07-07,13:57:00,Subway,-42.16,Winter Park FL,32789,3829.13,0
2012-07-07,03:48:00,McDonald's,-29.51,Orlando FL,32816,3799.62,0
2012-07-07,15:53:00,Amazon,-19.52,Oviedo FL,32765,3780.1,0
2012-07-08,01:13:00,Midas,-96.17,Oviedo FL,32765,3683.93,0
2012-07-08,13:21:00,Smoothie King,-34.1,Oviedo FL,32765,3649.83,0
2012-07-08,12:02:00,Publix,-65.19,Oviedo FL,32765,3584.64,0
2012-07-08,04:53:00,Movie Rental,-19.8,Orlando FL,32816,3564.84,0
2012-07-09,03:38:00,Trader Joe's,-39.99,Oviedo FL,32765,3524.85,0
2012-07-09,16:21:00,Qdoba,-36.73,Oviedo FL,32765,3488.12,0
2012-07-09,03:51:00,Subway,-30.56,Oviedo FL,32765,3457.56,0
2012-07-09,01:10:00,Starbucks,-13.3,Winter Park FL,32789,3444.26,0
2012-07-10,00:08:00,Take5,-61.18,Oviedo FL,32765,3383.08,0
2012-07-10,05:40:00,Amazon,-50.08,Orlando FL,32816,3333.0,0
2012-07-10,16:23:00,Starbucks,-37.89,Orlando FL,32816,3295.11,0
2012-07-11,00:06:00,Qdoba,-21.65,Orlando FL,32816,3273.46,0
2012-07-11,11:16:00,Wawa,-25.21,Oviedo FL,32765,3248.25,0
2012-07-11,08:37:00,McDonald's,-30.33,Orlando FL,32816,3217.92,0
2012-07-11,18:09:00,Walgreens,-23.91,Oviedo FL,32765,3194.01,0
2012-07-12,03:03:00,Starbucks,-17.24,Winter Park FL,32789,3176.77,0
2012-07-13,16:12:00,Walmart,-80.96,Orlando FL,32816,3095.81,0
2012-07-13,15:44:00,Trader Joe's,-90.42,Oviedo FL,32765,3005.39,0
2012-07-13,00:21:00,Publix,-74.7,Oviedo FL,32765,2930.69,0
2012-07-13,03:40:00,Valley,-1146.79,Charleston SC,70874,1783.9,1
2012-07-14,08:09:00,BP,-31.7,Winter Park FL,32789,2898.99,0
2012-07-14,11:52:00,Qdoba,-18.08,Oviedo FL,32765,2880.91,0
2012-07-14,08:40:00,Target,-82.69,Oviedo FL,32765,2798.22,0
2012-07-14,06:04:00,Panera,-30.97,Orlando FL,32816,2767.25,0
2012-07-15,08:00:00,Paycheck,3000.0,Oviedo FL,32765,5767.25,0
2012-07-15,10:53:00,Smoothie King,-29.0,Winter Park FL,32789,5738.25,0
2012-07-15,16:14:00,AutoZone,-80.41,Oviedo FL,32765,5657.84,0
2012-07-15,11:11:00,Movie Rental,-39.35,Oviedo FL,32765,5618.49,0
2012-07-15,03:04:00,Publix,-102.2,Winter Park FL,32789,5516.29,0
2012-07-16,11:51:00,Movie Theater,-18.9,Oviedo FL,32765,5497.39,0
2012-07-16,12:14:00,CVS,-14.7,Winter Park FL,32789,5482.69,0
2012-07-16,14:11:00,Exxon,-28.27,Winter Park FL,32789,5454.42,0
2012-07-16,06:37:00,Publix,-61.23,Oviedo FL,32765,5393.19,0
2012-07-16,13:58:00,Panera,-33.72,Oviedo FL,32765,5359.47,0
2012-07-17,14:07:00,Smoothie King,-19.77,Oviedo FL,32765,5339.7,0
2012-07-17,15:01:00,CVS,-26.24,Winter Park FL,32789,5313.46,0
2012-07-17,18:01:00,Shell,-22.66,Orlando FL,32816,5290.8,0
2012-07-18,15:16:00,Best Buy,-93.08,Oviedo FL,32765,5197.72,0
2012-07-18,12:25:00,Movie Rental,-45.14,Orlando FL,32816,5152.58,0
2012-07-18,05:43:00,Paypal,-1206.46,Honolulu HI,54879,3946.12,1
2012-07-19,09:39:00,Qdoba,-5.72,Oviedo FL,32765,5146.86,0
2012-07-19,02:06:00,Subway,-17.63,Oviedo FL,32765,5129.23,0
2012-07-19,02:02:00,Wawa,-15.27,Winter Park FL,32789,5113.96,0
2012-07-19,11:38:00,AutoZone,-129.31,Orlando FL,32816,4984.65,0
2012-07-19,13:35:00,Disney World,-30.43,Winter Park FL,32789,4954.22,0
2012-07-20,04:13:00,Panera,-16.66,Orlando FL,32816,4937.56,0
2012-07-20,16:39:00,Smoothie King,-38.7,Oviedo FL,32765,4898.86,0
2012-07-20,08:50:00,Smoothie King,-15.83,Winter Park FL,32789,4883.03,0
2012-07-20,17:14:00,Smoothie King,-25.94,Oviedo FL,32765,4857.09,0
2012-07-20,12:46:00,McDonald's,-22.31,Winter Park FL,32789,4834.78,0
2012-07-22,08:00:00,Qdoba,-22.69,Winter Park FL,32789,4812.09,0
2012-07-22,09:16:00,Subway,-43.46,Oviedo FL,32765,4768.63,0
2012-07-22,12:56:00,Home Depot,-151.9,Orlando FL,32816,4616.73,0
2012-07-22,01:01:00,Five Below,-23.86,Winter Park FL,32789,4592.87,0
2012-07-22,02:10:00,Online,-1552.95,Groton CT,11513,3039.92,1
2012-07-23,14:49:00,Racetrac,-29.65,Oviedo FL,32765,4563.22,0
2012-07-23,04:37:00,Walmart,-132.0,Winter Park FL,32789,4431.22,0
2012-07-23,04:43:00,McDonald's,-21.8,Orlando FL,32816,4409.42,0
2012-07-23,13:16:00,Amazon,-30.16,Winter Park FL,32789,4379.26,0
2012-07-23,06:56:00,Five Below,-7.27,Oviedo FL,32765,4371.99,0
2012-07-24,11:35:00,Whole Foods,-102.99,Winter Park FL,32789,4269.0,0
2012-07-24,15:33:00,Starbucks,-39.21,Oviedo FL,32765,4229.79,0
2012-07-25,06:28:00,Valvoline,-189.18,Orlando FL,32816,4040.61,0
2012-07-25,09:01:00,Petco,-19.34,Winter Park FL,32789,4021.27,0
2012-07-25,07:22:00,Smoothie King,-27.86,Winter Park FL,32789,3993.41,0
2012-07-25,02:10:00,AutoZone,-173.54,Orlando FL,32816,3819.87,0
2012-07-25,07:55:00,Concert Tickets,-65.03,Oviedo FL,32765,3754.84,0
2012-07-26,01:11:00,Movie Rental,-32.78,Oviedo FL,32765,3722.06,0
2012-07-26,03:03:00,Amazon,-116.03,Winter Park FL,32789,3606.03,0
2012-07-26,15:10:00,Subway,-22.83,Winter Park FL,32789,3583.2,0
2012-07-26,01:53:00,Trader Joe's,-41.28,Oviedo FL,32765,3541.92,0
2012-07-28,01:19:00,Best Buy,-45.5,Winter Park FL,32789,3496.42,0
2012-07-28,01:39:00,Starbucks,-20.6,Orlando FL,32816,3475.82,0
2012-07-28,14:53:00,BP,-33.48,Winter Park FL,32789,3442.34,0
2012-07-28,12:33:00,Five Below,-44.52,Winter Park FL,32789,3397.82,0
2012-07-28,01:25:00,McDonald's,-30.19,Orlando FL,32816,3367.63,0
2012-07-29,08:00:00,Paycheck,3000.0,Oviedo FL,32765,6367.63,0
2012-07-29,07:31:00,Lowes Foods,-130.43,Winter Park FL,32789,6237.2,0
2012-07-30,07:15:00,Subway,-18.73,Winter Park FL,32789,6218.47,0
2012-07-30,02:10:00,Shell,-33.09,Orlando FL,32816,6185.38,0
2012-07-30,13:24:00,Amazon,-212.4,Oviedo FL,32765,5972.98,0
2012-07-31,05:21:00,Best Buy,-150.76,Orlando FL,32816,5822.22,0
2012-07-31,09:09:00,Smoothie King,-36.68,Oviedo FL,32765,5785.54,0
2012-07-31,09:58:00,Smoothie King,-7.45,Oviedo FL,32765,5778.09,0
2012-07-31,11:29:00,Walgreens,-21.22,Winter Park FL,32789,5756.87,0
2012-08-01,09:00:00,Rent,-1428.57,Oviedo FL,32765,4328.3,0
2012-08-01,09:00:00,Insurance,-200.0,Oviedo FL,32765,4128.3,0
2012-08-01,09:00:00,Car,-281.69,Oviedo FL,32765,3846.61,0
2012-08-01,09:00:00,Utilities,-142.86,Oviedo FL,32765,3703.75,0
2012-08-01,02:48:00,Movie Theater,-67.22,Orlando FL,32816,3636.53,0
2012-08-02,18:03:00,Kroger,-59.25,Winter Park FL,32789,3577.28,0
2012-08-02,16:46:00,Disney World,-49.12,Orlando FL,32816,3528.16,0
2012-08-02,17:30:00,Petco,-64.21,Oviedo FL,32765,3463.95,0
2012-08-02,02:12:00,Gamestop,-56.17,Orlando FL,32816,3407.78,0
2012-08-02,08:24:00,Kroger,-112.56,Winter Park FL,32789,3295.22,0
2012-08-03,14:56:00,Starbucks,-8.28,Orlando FL,32816,3286.94,0
2012-08-03,05:05:00,Gamestop,-50.69,Orlando FL,32816,3236.25,0
2012-08-03,01:52:00,Movie Rental,-64.0,Winter Park FL,32789,3172.25,0
2012-08-03,08:40:00,Kroger,-96.59,Orlando FL,32816,3075.66,0
2012-08-04,09:02:00,Subway,-20.97,Winter Park FL,32789,3054.69,0
2012-08-04,10:54:00,Whole Foods,-74.6,Winter Park FL,32789,2980.09,0
2012-08-04,15:49:00,Starbucks,-26.16,Winter Park FL,32789,2953.93,0
2012-08-04,01:54:00,Panera,-18.28,Orlando FL,32816,2935.65,0
2012-08-06,13:25:00,Kroger,-101.88,Oviedo FL,32765,2833.77,0
2012-08-06,13:08:00,Midas,-133.48,Winter Park FL,32789,2700.29,0
2012-08-06,14:25:00,Smoothie King,-13.59,Oviedo FL,32765,2686.7,0
2012-08-06,15:25:00,Starbucks,-44.71,Orlando FL,32816,2641.99,0
2012-08-07,09:00:00,Spotify,-12.0,Oviedo FL,32765,2629.99,0
