Date,Time,Name,Amount,Location,Zip,Balance,Fraud
2027-07-17,10:10:00,Midas,-256.92,Oviedo FL,32765,6303.71,0
2027-07-19,17:53:00,Whole Foods,-87.32,Oviedo FL,32765,6216.39,0
2027-07-19,16:05:00,Chevron,-48.39,Winter Park FL,32789,6168.0,0
2027-07-20,19:34:00,McDonald's,-49.69,Oviedo FL,32765,6118.31,0
2027-07-20,00:43:00,Accelerators,-2663.57,Tokyo JP,67840,3454.74,1
2027-07-20,14:09:00,McDonald's,-59.06,Winter Park FL,32789,6059.25,0
2027-07-20,12:19:00,Walmart,-201.54,Winter Park FL,32789,5857.71,0
2027-07-21,14:02:00,Burger King,-10.71,Orlando FL,32816,5847.0,0
2027-07-21,10:45:00,Subway,-17.4,Winter Park FL,32789,5829.6,0
2027-07-23,16:38:00,Exxon,-21.28,Winter Park FL,32789,5808.32,0
2027-07-23,19:11:00,McDonald's,-17.31,Oviedo FL,32765,5791.01,0
2027-07-23,15:52:00,Subway,-24.14,Orlando FL,32816,5766.87,0
2027-07-24,21:20:00,Shell,-21.66,Winter Park FL,32789,5745.21,0
2027-07-24,11:17:00,Starbucks,-13.69,Orlando FL,32816,5731.52,0
2027-07-25,21:06:00,Midas,-149.53,Orlando FL,32816,5581.99,0
2027-07-26,08:00:00,Paycheck,2000.0,Oviedo FL,32765,7581.99,0
2027-07-26,15:22:00,Burger King,-33.36,Orlando FL,32816,7548.63,0
2027-07-26,17:27:00,Starbucks,-48.61,Oviedo FL,32765,7500.02,0
2027-07-27,15:16:00,Pawn Stars,-2427.59,Groton CT,25856,5072.43,1
2027-07-27,20:44:00,Best Buy,-235.36,Oviedo FL,32765,7264.66,0
2027-07-27,12:35:00,Five Below,-56.93,Orlando FL,32816,7207.73,0
2027-07-27,09:02:00,CVS,-17.25,Orlando FL,32816,7190.48,0
2027-07-29,05:12:00,Fraud,-1705.98,New York NY,89363,5484.5,1
2027-07-29,10:35:00,Starbucks,-27.86,Oviedo FL,32765,7162.62,0
2027-07-30,14:38:00,Concert Tickets,-67.71,Winter Park FL,32789,7094.91,0
2027-07-30,09:05:00,Subway,-57.44,Winter Park FL,32789,7037.47,0
2027-07-30,18:57:00,IBM,-1485.47,Charleston SC,42318,5552.0,1
2027-07-30,13:07:00,Subway,-33.15,Orlando FL,32816,7004.32,0
2027-07-31,18:18:00,Exxon,-52.47,Orlando FL,32816,6951.85,0
2027-07-31,18:10:00,Burger King,-20.89,Orlando FL,32816,6930.96,0
2027-08-01,09:00:00,Rent,-960.0,Oviedo FL,32765,5970.96,0
2027-08-01,09:00:00,Insurance,-197.46,Oviedo FL,32765,5773.5,0
2027-08-01,09:00:00,Car,-300.0,Oviedo FL,32765,5473.5,0
2027-08-01,14:11:00,Jiffy Lube,-131.09,Oviedo FL,32765,5342.41,0
2027-08-02,12:01:00,Netflix,-26.66,Oviedo FL,32765,5315.75,0
2027-08-03,19:13:00,Target,-118.22,Oviedo FL,32765,5197.53,0
2027-08-03,10:47:00,Exxon,-22.2,Orlando FL,32816,5175.33,0
2027-08-03,13:53:00,McDonald's,-14.37,Winter Park FL,32789,5160.96,0
2027-08-04,09:31:00,Jiffy Lube,-165.75,Orlando FL,32816,4995.21,0
2027-08-04,12:13:00,Subway,-7.41,Orlando FL,32816,4987.8,0
2027-08-05,15:18:00,Fraud,-1977.9,London EN,98369,3009.9,1
2027-08-05,13:12:00,Target,-46.88,Oviedo FL,32765,4940.92,0
2027-08-05,06:45:00,Lockheed Martin,-561.17,Pittsburgh PA,72711,4379.75,1
2027-08-05,19:43:00,Starbucks,-36.53,Oviedo FL,32765,4904.39,0
2027-08-06,11:11:00,Starbucks,-29.05,Orlando FL,32816,4875.34,0
2027-08-06,17:23:00,Servicenow,-1527.17,New York NY,90933,3348.17,1
2027-08-06,20:19:00,Dollar Tree,-41.74,Oviedo FL,32765,4833.6,0
2027-08-06,14:40:00,Chevron,-24.14,Oviedo FL,32765,4809.46,0
2027-08-07,09:00:00,Spotify,-11.99,Oviedo FL,32765,4797.47,0
2027-08-07,09:00:00,Internet,-70.89,Oviedo FL,32765,4726.58,0
2027-08-07,09:00:00,ChatGPT Plus,-20.0,Oviedo FL,32765,4706.58,0
2027-08-07,01:21:00,Fat Joe,-2446.59,Charleston SC,56637,2259.99,1
2027-08-07,09:21:00,Best Buy,-63.02,Orlando FL,32816,4643.56,0
2027-08-07,19:35:00,Concert Tickets,-43.24,Orlando FL,32816,4600.32,0
2027-08-08,18:53:00,Netflix,-12.41,Orlando FL,32816,4587.91,0
2027-08-08,09:47:00,Amazon,-49.87,Orlando FL,32816,4538.04,0
2027-08-08,09:21:00,Jiffy Lube,-76.79,Winter Park FL,32789,4461.25,0
2027-08-09,08:00:00,Paycheck,2000.0,Oviedo FL,32765,6461.25,0
2027-08-10,09:02:00,Starbucks,-9.88,Orlando FL,32816,6451.37,0
2027-08-10,16:55:00,CVS,-16.86,Oviedo FL,32765,6434.51,0
2027-08-10,15:05:00,Kroger,-165.48,Oviedo FL,32765,6269.03,0
2027-08-11,18:12:00,Shell,-33.7,Oviedo FL,32765,6235.33,0
2027-08-14,20:14:00,Trader Joe's,-64.56,Winter Park FL,32789,6170.77,0
2027-08-14,19:55:00,Walmart,-68.71,Orlando FL,32816,6102.06,0
2027-08-16,16:27:00,Target,-116.34,Orlando FL,32816,5985.72,0
2027-08-16,22:53:00,Fraud,-1429.16,Pyongyang NK,94406,4556.56,1
2027-08-16,15:05:00,Walmart,-27.67,Oviedo FL,32765,5958.05,0
2027-08-19,18:32:00,Five Below,-17.84,Orlando FL,32816,5940.21,0
2027-08-19,13:18:00,McDonald's,-37.84,Orlando FL,32816,5902.37,0
2027-08-19,02:49:00,Pawn Stars,-1232.63,Anchorage AL,76247,4669.74,1
2027-08-20,08:32:00,McDonald's,-17.8,Orlando FL,32816,5884.57,0
2027-08-20,15:57:00,Subway,-19.1,Winter Park FL,32789,5865.47,0
2027-08-20,13:43:00,Best Buy,-141.32,Winter Park FL,32789,5724.15,0
2027-08-23,08:00:00,Paycheck,2000.0,Oviedo FL,32765,7724.15,0
2027-08-23,09:26:00,Burger King,-29.55,Winter Park FL,32789,7694.6,0
2027-08-23,12:59:00,Burger King,-29.47,Oviedo FL,32765,7665.13,0
2027-08-23,21:55:00,CVS,-61.63,Orlando FL,32816,7603.5,0
2027-08-24,16:13:00,Amazon,-140.73,Winter Park FL,32789,7462.77,0
2027-08-24,19:18:00,CVS,-61.63,Orlando FL,32816,7401.14,0
2027-08-24,12:53:00,BP,-29.57,Oviedo FL,32765,7371.57,0
2027-08-25,20:44:00,Shell,-21.6,Winter Park FL,32789,7349.97,0
2027-08-25,15:39:00,AutoZone,-117.74,Winter Park FL,32789,7232.23,0
2027-08-26,16:09:00,Trader Joe's,-171.58,Winter Park FL,32789,7060.65,0
2027-08-26,08:13:00,McDonald's,-48.22,Winter Park FL,32789,7012.43,0
2027-08-27,07:13:00,Accelerators,-502.92,Anchorage AL,38184,6509.51,1
2027-08-28,04:34:00,Accelerators,-240.69,Groton CT,26436,6771.74,1
2027-08-28,16:27:00,Movie Theater,-82.15,Winter Park FL,32789,6930.28,0
2027-08-29,11:28:00,Fraud,-542.06,New York NY,33373,6388.22,1
2027-08-29,21:47:00,Walgreens,-71.21,Oviedo FL,32765,6859.07,0
2027-08-30,09:31:00,Exxon,-56.22,Winter Park FL,32789,6802.85,0
2027-08-30,16:38:00,CVS,-26.66,Winter Park FL,32789,6776.19,0
2027-08-31,20:45:00,McDonald's,-17.06,Oviedo FL,32765,6759.13,0
2027-09-01,09:00:00,Rent,-960.0,Oviedo FL,32765,5799.13,0
2027-09-01,09:00:00,Insurance,-197.46,Oviedo FL,32765,5601.67,0
2027-09-01,09:00:00,Car,-300.0,Oviedo FL,32765,5301.67,0
2027-09-02,09:35:00,Burger King,-38.6,Orlando FL,32816,5263.07,0
2027-09-02,15:18:00,Target,-60.23,Winter Park FL,32789,5202.84,0
2027-09-02,08:40:00,Trader Joe's,-52.3,Oviedo FL,32765,5150.54,0
2027-09-03,09:31:00,McDonald's,-27.11,Winter Park FL,32789,5123.43,0
2027-09-03,13:50:00,Exxon,-24.41,Orlando FL,32816,5099.02,0
2027-09-03,20:31:00,Subway,-14.89,Orlando FL,32816,5084.13,0
2027-09-04,21:53:00,Chevron,-14.19,Oviedo FL,32765,5069.94,0
2027-09-04,12:24:00,Walmart,-32.0,Winter Park FL,32789,5037.94,0
2027-09-04,16:25:00,Target,-98.53,Orlando FL,32816,4939.41,0
2027-09-05,18:34:00,Burger King,-22.21,Winter Park FL,32789,4917.2,0
2027-09-06,08:00:00,Paycheck,2000.0,Oviedo FL,32765,6917.2,0
2027-09-06,21:21:00,Starbucks,-64.41,Orlando FL,32816,6852.79,0
2027-09-06,12:43:00,Starbucks,-34.47,Orlando FL,32816,6818.32,0
2027-09-07,09:00:00,Spotify,-11.99,Oviedo FL,32765,6806.33,0
2027-09-07,09:00:00,Internet,-70.89,Oviedo FL,32765,6735.44,0
2027-09-07,09:00:00,ChatGPT Plus,-20.0,Oviedo FL,32765,6715.44,0
2027-09-07,15:07:00,Exxon,-46.9,Oviedo FL,32765,6668.54,0
2027-09-09,16:35:00,Servicenow,-2575.28,Pyongyang NK,50937,4093.26,1
2027-09-09,08:17:00,McDonald's,-34.21,Oviedo FL,32765,6634.33,0
2027-09-09,11:40:00,Subway,-10.01,Orlando FL,32816,6624.32,0
2027-09-10,17:36:00,McDonald's,-46.54,Winter Park FL,32789,6577.78,0
2027-09-11,08:14:00,Impractical Jokers,-1710.26,Pittsburgh PA,68140,4867.52,1
2027-09-11,15:57:00,Best Buy,-22.52,Winter Park FL,32789,6555.26,0
2027-09-13,15:39:00,McDonald's,-43.2,Oviedo FL,32765,6512.06,0
2027-09-13,14:00:00,Walgreens,-33.38,Orlando FL,32816,6478.68,0
2027-09-14,11:03:00,Jiffy Lube,-281.65,Winter Park FL,32789,6197.03,0
2027-09-14,11:57:00,Amazon,-74.48,Winter Park FL,32789,6122.55,0
2027-09-15,19:55:00,Best Buy,-71.41,Orlando FL,32816,6051.14,0
2027-09-15,13:10:00,Subway,-30.3,Oviedo FL,32765,6020.84,0
2027-09-15,17:44:00,Walgreens,-83.33,Oviedo FL,32765,5937.51,0
2027-09-16,10:34:00,Best Buy,-64.91,Orlando FL,32816,5872.6,0
2027-09-16,10:59:00,Best Buy,-80.13,Orlando FL,32816,5792.47,0
2027-09-16,21:14:00,Target,-53.8,Winter Park FL,32789,5738.67,0
2027-09-18,12:30:00,Walgreens,-6.09,Orlando FL,32816,5732.58,0
2027-09-18,15:48:00,Pep Boys,-54.86,Oviedo FL,32765,5677.72,0
2027-09-19,12:03:00,Movie Theater,-45.91,Orlando FL,32816,5631.81,0
2027-09-20,08:00:00,Paycheck,2000.0,Oviedo FL,32765,7631.81,0
2027-09-21,20:20:00,Chevron,-44.56,Winter Park FL,32789,7587.25,0
2027-09-22,18:42:00,McDonald's,-49.91,Winter Park FL,32789,7537.34,0
2027-09-23,21:43:00,Five Below,-64.52,Orlando FL,32816,7472.82,0
2027-09-23,19:03:00,Subway,-14.03,Oviedo FL,32765,7458.79,0
2027-09-23,08:40:00,Burger King,-69.64,Oviedo FL,32765,7389.15,0
2027-09-25,11:10:00,Dollar Tree,-77.61,Orlando FL,32816,7311.54,0
2027-09-26,19:28:00,Onlyfans,-2551.6,Charleston SC,17871,4759.94,1
2027-09-26,20:13:00,McDonald's,-36.81,Oviedo FL,32765,7274.73,0
2027-09-26,20:45:00,Burger King,-69.09,Orlando FL,32816,7205.64,0
2027-09-27,20:50:00,Burger King,-25.69,Winter Park FL,32789,7179.95,0
2027-09-28,18:12:00,Walmart,-131.43,Orlando FL,32816,7048.52,0
2027-09-28,18:25:00,Walgreens,-61.67,Oviedo FL,32765,6986.85,0
2027-09-29,19:16:00,McDonald's,-19.85,Orlando FL,32816,6967.0,0
2027-09-30,15:13:00,Kroger,-182.05,Orlando FL,32816,6784.95,0
2027-10-01,09:00:00,Rent,-960.0,Oviedo FL,32765,5824.95,0
2027-10-01,09:00:00,Insurance,-197.46,Oviedo FL,32765,5627.49,0
2027-10-01,09:00:00,Car,-300.0,Oviedo FL,32765,5327.49,0
2027-10-01,11:51:00,Best Buy,-126.96,Winter Park FL,32789,5200.53,0
2027-10-01,11:34:00,Publix,-87.95,Oviedo FL,32765,5112.58,0
2027-10-01,17:07:00,Starbucks,-38.02,Orlando FL,32816,5074.56,0
2027-10-01,08:43:00,IBM,-2692.72,Pyongyang NK,23455,2381.84,1
2027-10-02,21:16:00,CVS,-46.21,Winter Park FL,32789,5028.35,0
2027-10-03,20:18:00,Starbucks,-10.54,Oviedo FL,32765,5017.81,0
2027-10-04,08:00:00,Paycheck,2000.0,Oviedo FL,32765,7017.81,0
2027-10-04,12:34:00,McDonald's,-44.97,Winter Park FL,32789,6972.84,0
2027-10-04,20:57:00,Trader Joe's,-105.88,Oviedo FL,32765,6866.96,0
2027-10-04,12:26:00,CVS,-51.05,Winter Park FL,32789,6815.91,0
2027-10-05,21:06:00,Target,-245.7,Winter Park FL,32789,6570.21,0
2027-10-07,09:00:00,Spotify,-11.99,Oviedo FL,32765,6558.22,0
2027-10-07,09:00:00,Internet,-70.89,Oviedo FL,32765,6487.33,0
2027-10-07,09:00:00,ChatGPT Plus,-20.0,Oviedo FL,32765,6467.33,0
2027-10-07,21:19:00,AutoZone,-354.83,Winter Park FL,32789,6112.5,0
2027-10-08,17:34:00,Kroger,-167.04,Oviedo FL,32765,5945.46,0
2027-10-08,13:37:00,Starbucks,-14.53,Orlando FL,32816,5930.93,0
2027-10-08,18:54:00,Walmart,-55.85,Orlando FL,32816,5875.08,0
2027-10-11,14:20:00,Five Below,-31.1,Orlando FL,32816,5843.98,0
2027-10-11,21:42:00,Burger King,-20.34,Orlando FL,32816,5823.64,0
2027-10-11,20:53:00,Fat Joe,-2784.82,Charleston SC,62691,3038.82,1
2027-10-11,12:19:00,Best Buy,-14.79,Winter Park FL,32789,5808.85,0
2027-10-12,23:06:00,Monster Energy,-1656.69,Charleston SC,95217,4152.16,1
2027-10-12,19:46:00,Netflix,-48.62,Oviedo FL,32765,5760.23,0
2027-10-13,15:41:00,Shell,-25.46,Winter Park FL,32789,5734.77,0
2027-10-13,13:27:00,Subway,-8.25,Oviedo FL,32765,5726.52,0
2027-10-13,16:46:00,Onlyfans,-907.47,Anchorage AL,40607,4819.05,1
2027-10-13,19:59:00,Amusement Park,-23.81,Winter Park FL,32789,5702.71,0
2027-10-14,08:08:00,Trader Joe's,-30.94,Winter Park FL,32789,5671.77,0
2027-10-15,21:16:00,Burger King,-13.16,Oviedo FL,32765,5658.61,0
2027-10-15,12:51:00,Starbucks,-38.65,Oviedo FL,32765,5619.96,0
2027-10-16,12:00:00,Accelerators,-1727.67,Los Angeles CA,95171,3892.29,1
2027-10-16,15:40:00,Subway,-23.46,Orlando FL,32816,5596.5,0
2027-10-16,12:38:00,Walmart,-147.09,Winter Park FL,32789,5449.41,0
2027-10-16,19:47:00,Trader Joe's,-93.61,Orlando FL,32816,5355.8,0
2027-10-16,02:21:00,Onlyfans,-282.54,London EN,84664,5073.26,1
2027-10-17,09:40:00,Whole Foods,-40.93,Winter Park FL,32789,5314.87,0
2027-10-18,08:00:00,Paycheck,2000.0,Oviedo FL,32765,7314.87,0
2027-10-20,14:05:00,Trader Joe's,-166.78,Oviedo FL,32765,7148.09,0
2027-10-20,20:52:00,Movie Theater,-105.48,Winter Park FL,32789,7042.61,0
2027-10-20,12:10:00,Burger King,-25.85,Winter Park FL,32789,7016.76,0
2027-10-21,11:19:00,Fat Joe,-1539.8,London EN,14743,5476.96,1
2027-10-21,19:53:00,Midas,-269.51,Oviedo FL,32765,6747.25,0
2027-10-21,10:31:00,Starbucks,-11.55,Oviedo FL,32765,6735.7,0
2027-10-23,11:26:00,Impractical Jokers,-1451.76,Anchorage AL,38416,5283.94,1
2027-10-24,11:32:00,Starbucks,-47.84,Winter Park FL,32789,6687.86,0
2027-10-24,08:08:00,McDonald's,-12.39,Winter Park FL,32789,6675.47,0
2027-10-24,15:58:00,McDonald's,-40.11,Orlando FL,32816,6635.36,0
2027-10-24,20:13:00,Lockheed Martin,-1062.9,Anchorage AL,15282,5572.46,1
2027-10-25,09:54:00,BP,-38.75,Oviedo FL,32765,6596.61,0
2027-10-25,00:21:00,Pawn Stars,-2314.95,London EN,75809,4281.66,1
2027-10-25,08:15:00,Kroger,-131.39,Oviedo FL,32765,6465.22,0
2027-10-25,01:40:00,Servicenow,-174.21,London EN,96789,6291.01,1
2027-10-25,16:52:00,McDonald's,-39.86,Winter Park FL,32789,6425.36,0
2027-10-26,09:30:00,Netflix,-76.92,Oviedo FL,32765,6348.44,0
2027-10-26,19:45:00,Jiffy Lube,-313.14,Winter Park FL,32789,6035.3,0
2027-10-28,08:42:00,Walmart,-291.42,Winter Park FL,32789,5743.88,0
2027-10-28,08:42:00,Starbucks,-12.4,Oviedo FL,32765,5731.48,0
2027-10-28,11:02:00,Subway,-27.62,Orlando FL,32816,5703.86,0
2027-10-28,16:26:00,Paypal,-686.5,Anchorage AL,74176,5017.36,1
2027-10-29,15:40:00,Concert Tickets,-16.51,Winter Park FL,32789,5687.35,0
2027-10-29,19:04:00,Walmart,-115.3,Winter Park FL,32789,5572.05,0
2027-10-30,12:46:00,Starbucks,-26.95,Winter Park FL,32789,5545.1,0
2027-10-30,11:15:00,McDonald's,-36.4,Oviedo FL,32765,5508.7,0
2027-10-30,16:49:00,BP,-20.81,Winter Park FL,32789,5487.89,0
2027-10-31,08:13:00,Publix,-79.54,Winter Park FL,32789,5408.35,0
2027-11-01,08:00:00,Paycheck,2000.0,Oviedo FL,32765,7408.35,0
2027-11-01,09:00:00,Rent,-960.0,Oviedo FL,32765,6448.35,0
2027-11-01,09:00:00,Insurance,-197.46,Oviedo FL,32765,6250.89,0
2027-11-01,09:00:00,Car,-300.0,Oviedo FL,32765,5950.89,0
2027-11-02,12:54:00,Pep Boys,-142.07,Winter Park FL,32789,5808.82,0
2027-11-03,21:24:00,Starbucks,-10.55,Oviedo FL,32765,5798.27,0
2027-11-03,14:34:00,Amazon,-25.8,Oviedo FL,32765,5772.47,0
2027-11-03,18:15:00,Subway,-17.02,Winter Park FL,32789,5755.45,0
2027-11-04,10:48:00,Subway,-28.9,Winter Park FL,32789,5726.55,0
2027-11-05,09:17:00,Subway,-6.09,Orlando FL,32816,5720.46,0
2027-11-05,13:36:00,McDonald's,-10.37,Winter Park FL,32789,5710.09,0
2027-11-06,19:46:00,Jiffy Lube,-89.97,Winter Park FL,32789,5620.12,0
2027-11-06,08:28:00,McDonald's,-21.87,Oviedo FL,32765,5598.25,0
2027-11-07,09:00:00,Spotify,-11.99,Oviedo FL,32765,5586.26,0
2027-11-07,09:00:00,Internet,-70.89,Oviedo FL,32765,5515.37,0
2027-11-07,09:00:00,ChatGPT Plus,-20.0,Oviedo FL,32765,5495.37,0
2027-11-07,20:04:00,McDonald's,-11.75,Orlando FL,32816,5483.62,0
2027-11-09,03:18:00,Fraud,-1213.99,Los Angeles CA,11452,4269.63,1
2027-11-09,11:53:00,Whole Foods,-64.23,Oviedo FL,32765,5419.39,0
2027-11-09,12:36:00,AutoZone,-146.48,Oviedo FL,32765,5272.91,0
2027-11-09,09:37:00,Chevron,-16.47,Winter Park FL,32789,5256.44,0
2027-11-10,18:59:00,Fat Joe,-1147.35,Mexico City MC,30270,4109.09,1
2027-11-10,13:28:00,McDonald's,-6.55,Oviedo FL,32765,5249.89,0
2027-11-10,20:47:00,Kroger,-98.9,Oviedo FL,32765,5150.99,0
2027-11-10,17:23:00,McDonald's,-9.22,Oviedo FL,32765,5141.77,0
2027-11-12,08:08:00,Kroger,-77.7,Winter Park FL,32789,5064.07,0
2027-11-12,08:17:00,Subway,-28.23,Winter Park FL,32789,5035.84,0
2027-11-12,19:12:00,Impractical Jokers,-2746.99,Charleston SC,58391,2288.85,1
2027-11-13,11:03:00,Lockheed Martin,-516.11,Pittsburgh PA,64927,4519.73,1
2027-11-13,11:02:00,Subway,-9.34,Oviedo FL,32765,5026.5,0
2027-11-15,08:00:00,Paycheck,2000.0,Oviedo FL,32765,7026.5,0
2027-11-16,13:24:00,Trader Joe's,-191.84,Oviedo FL,32765,6834.66,0
2027-11-16,12:01:00,Burger King,-62.71,Winter Park FL,32789,6771.95,0
2027-11-17,21:52:00,BP,-20.91,Oviedo FL,32765,6751.04,0
2027-11-17,17:43:00,Exxon,-49.51,Oviedo FL,32765,6701.53,0
2027-11-18,10:46:00,Starbucks,-59.39,Oviedo FL,32765,6642.14,0
2027-11-18,09:29:00,Netflix,-33.32,Winter Park FL,32789,6608.82,0
2027-11-18,12:52:00,Kroger,-165.64,Orlando FL,32816,6443.18,0
2027-11-19,13:21:00,Midas,-193.99,Winter Park FL,32789,6249.19,0
2027-11-19,19:41:00,Kroger,-115.34,Oviedo FL,32765,6133.85,0
2027-11-20,18:05:00,AutoZone,-303.52,Orlando FL,32816,5830.33,0
2027-11-20,08:23:00,Amazon,-32.45,Oviedo FL,32765,5797.88,0
2027-11-21,13:43:00,McDonald's,-20.4,Winter Park FL,32789,5777.48,0
2027-11-21,15:43:00,Subway,-26.36,Winter Park FL,32789,5751.12,0
2027-11-21,14:34:00,Starbucks,-17.04,Winter Park FL,32789,5734.08,0
2027-11-22,19:39:00,Amusement Park,-38.39,Winter Park FL,32789,5695.69,0
2027-11-22,13:52:00,Concert Tickets,-48.65,Winter Park FL,32789,5647.04,0
2027-11-22,20:05:00,Trader Joe's,-70.17,Winter Park FL,32789,5576.87,0
2027-11-23,09:42:00,Walgreens,-36.03,Oviedo FL,32765,5540.84,0
2027-11-24,12:46:00,Movie Theater,-12.65,Orlando FL,32816,5528.19,0
2027-11-24,15:24:00,Shell,-15.59,Winter Park FL,32789,5512.6,0
2027-11-24,14:42:00,Whole Foods,-45.9,Oviedo FL,32765,5466.7,0
2027-11-24,08:45:00,IBM,-2679.36,Pittsburgh PA,11896,2787.34,1
2027-11-25,14:23:00,Walgreens,-26.04,Orlando FL,32816,5440.66,0
2027-11-25,20:16:00,McDonald's,-6.85,Orlando FL,32816,5433.81,0
2027-11-27,22:28:00,Impractical Jokers,-1432.18,New York NY,37627,4001.63,1
2027-11-27,09:29:00,Kroger,-61.87,Oviedo FL,32765,5371.94,0
2027-11-27,12:16:00,Starbucks,-32.48,Orlando FL,32816,5339.46,0
2027-11-27,08:41:00,Subway,-20.98,Orlando FL,32816,5318.48,0
2027-11-28,13:27:00,Amazon,-85.81,Orlando FL,32816,5232.67,0
2027-11-28,08:11:00,CVS,-23.0,Oviedo FL,32765,5209.67,0
2027-11-28,10:18:00,Movie Theater,-16.51,Oviedo FL,32765,5193.16,0
2027-11-29,08:00:00,Paycheck,2000.0,Oviedo FL,32765,7193.16,0
2027-11-30,16:51:00,Accelerators,-483.49,Anchorage AL,99740,6709.67,1
2027-11-30,21:32:00,Trader Joe's,-79.5,Orlando FL,32816,7113.66,0
2027-12-01,09:00:00,Rent,-960.0,Oviedo FL,32765,6153.66,0
2027-12-01,09:00:00,Insurance,-197.46,Oviedo FL,32765,5956.2,0
2027-12-01,09:00:00,Car,-300.0,Oviedo FL,32765,5656.2,0
2027-12-01,12:06:00,Walgreens,-25.92,Oviedo FL,32765,5630.28,0
2027-12-01,09:38:00,Target,-54.3,Winter Park FL,32789,5575.98,0
2027-12-01,14:52:00,Burger King,-13.71,Orlando FL,32816,5562.27,0
2027-12-02,08:30:00,McDonald's,-11.06,Oviedo FL,32765,5551.21,0
2027-12-02,08:01:00,Kroger,-62.14,Oviedo FL,32765,5489.07,0
2027-12-03,21:21:00,Burger King,-14.39,Winter Park FL,32789,5474.68,0
2027-12-05,09:06:00,Trader Joe's,-57.81,Orlando FL,32816,5416.87,0
2027-12-05,19:50:00,Monster Energy,-2660.38,Pyongyang NK,57455,2756.49,1
2027-12-05,14:27:00,Shell,-19.08,Winter Park FL,32789,5397.79,0
2027-12-05,09:39:00,Target,-89.07,Orlando FL,32816,5308.72,0
2027-12-05,16:37:00,Accelerators,-284.21,Tokyo JP,84796,5024.51,1
2027-12-06,18:50:00,McDonald's,-20.57,Winter Park FL,32789,5288.15,0
2027-12-06,18:04:00,Whole Foods,-72.94,Winter Park FL,32789,5215.21,0
2027-12-06,21:39:00,Dollar Tree,-49.45,Orlando FL,32816,5165.76,0
2027-12-07,09:00:00,Spotify,-11.99,Oviedo FL,32765,5153.77,0
2027-12-07,09:00:00,Internet,-70.89,Oviedo FL,32765,5082.88,0
2027-12-07,09:00:00,ChatGPT Plus,-20.0,Oviedo FL,32765,5062.88,0
2027-12-07,19:36:00,Amusement Park,-13.65,Orlando FL,32816,5049.23,0
2027-12-07,10:44:00,Starbucks,-9.75,Winter Park FL,32789,5039.48,0
2027-12-07,16:04:00,Trader Joe's,-90.91,Orlando FL,32816,4948.57,0
2027-12-09,19:29:00,Lockheed Martin,-1262.68,Pyongyang NK,86107,3685.89,1
2027-12-09,11:10:00,Starbucks,-8.99,Winter Park FL,32789,4939.58,0
2027-12-10,08:35:00,Subway,-27.06,Oviedo FL,32765,4912.52,0
2027-12-10,17:36:00,BP,-28.76,Winter Park FL,32789,4883.76,0
2027-12-10,10:18:00,Subway,-34.59,Oviedo FL,32765,4849.17,0
2027-12-11,06:44:00,Impractical Jokers,-2550.02,Pittsburgh PA,76015,2299.15,1
2027-12-11,10:40:00,Kroger,-37.35,Orlando FL,32816,4811.82,0
2027-12-11,21:12:00,Concert Tickets,-11.57,Orlando FL,32816,4800.25,0
2027-12-13,08:00:00,Paycheck,2000.0,Oviedo FL,32765,6800.25,0
2027-12-13,22:15:00,Magic the Gathering,-575.71,Los Angeles CA,90039,6224.54,1
2027-12-13,14:56:00,Exxon,-34.29,Oviedo FL,32765,6765.96,0
2027-12-13,16:32:00,Lockheed Martin,-2160.36,Tokyo JP,80445,4605.6,1
2027-12-14,15:11:00,Trader Joe's,-142.76,Winter Park FL,32789,6623.2,0
2027-12-14,19:13:00,Amusement Park,-48.37,Oviedo FL,32765,6574.83,0
2027-12-14,11:11:00,Starbucks,-18.08,Orlando FL,32816,6556.75,0
2027-12-15,03:56:00,Lockheed Martin,-644.46,Los Angeles CA,79272,5912.29,1
2027-12-16,16:14:00,Netflix,-62.71,Orlando FL,32816,6494.04,0
2027-12-16,11:10:00,Kroger,-59.06,Orlando FL,32816,6434.98,0
2027-12-18,21:03:00,Amazon,-241.42,Oviedo FL,32765,6193.56,0
2027-12-18,13:08:00,Pep Boys,-175.4,Oviedo FL,32765,6018.16,0
2027-12-19,16:23:00,McDonald's,-39.97,Oviedo FL,32765,5978.19,0
2027-12-19,18:59:00,Subway,-18.47,Winter Park FL,32789,5959.72,0
2027-12-19,20:50:00,Five Below,-46.41,Winter Park FL,32789,5913.31,0
2027-12-21,14:23:00,McDonald's,-33.72,Oviedo FL,32765,5879.59,0
2027-12-22,11:15:00,McDonald's,-8.24,Oviedo FL,32765,5871.35,0
2027-12-22,12:36:00,Starbucks,-11.72,Orlando FL,32816,5859.63,0
2027-12-22,13:28:00,Subway,-13.47,Orlando FL,32816,5846.16,0
2027-12-23,20:40:00,Target,-29.54,Orlando FL,32816,5816.62,0
2027-12-23,12:27:00,CVS,-43.76,Winter Park FL,32789,5772.86,0
2027-12-24,08:11:00,Five Below,-36.04,Orlando FL,32816,5736.82,0
2027-12-24,13:54:00,Amusement Park,-21.38,Winter Park FL,32789,5715.44,0
2027-12-24,20:44:00,Shell,-21.95,Winter Park FL,32789,5693.49,0
2027-12-25,10:31:00,Starbucks,-38.93,Oviedo FL,32765,5654.56,0
2027-12-25,18:49:00,Monster Energy,-1427.18,London EN,68192,4227.38,1
